Step,iTypeC,fCtr_A,fCtr_B,fCtr_C,fCtr_D,fCtr_E,fCtr_H_On,fCtr_S_On,fCtr_L_On,fCtr_H_Off,fCtr_S_Off,fCtr_L_Off,iTypeS,fStrb_A,fStrb_B,fStrb_C,fStrb_D,fStrb_E,lPattern,fStrb_H_On,fStrb_S_On,fStrb_L_On,fStrb_H_Off,fStrb_S_Off,fStrb_L_Off,lSeqTime,Total time,Tot Sec,Hours,Minutes,Seconds,On,Off,On,Off,f_diff
25,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,5.88235294117647,1.94117647058824,3.94117647058823,3941.17647058823,,,,
26,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
27,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
28,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
29,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
30,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
31,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
32,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
33,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
34,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
35,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
36,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
37,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
38,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
39,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
40,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
41,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
42,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
43,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
44,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
45,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
46,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
47,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
48,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
49,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
50,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
51,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
52,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
53,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
54,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
55,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
56,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
57,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
58,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
59,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
60,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
61,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
62,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
63,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
64,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
65,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
66,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
67,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
68,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
69,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
70,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
71,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
72,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
73,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
74,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
75,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
76,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
77,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
78,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
79,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
80,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
81,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
82,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
83,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
84,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
85,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
86,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
87,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
88,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
89,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
90,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
91,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
92,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
93,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
94,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
95,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
96,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
97,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
98,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
99,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
100,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
101,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
102,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
103,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
104,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
105,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
106,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
107,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
108,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
109,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
110,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
111,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
112,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
113,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
114,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
