Step,iTypeC,fCtr_A,fCtr_B,fCtr_C,fCtr_D,fCtr_E,fCtr_H_On,fCtr_S_On,fCtr_L_On,fCtr_H_Off,fCtr_S_Off,fCtr_L_Off,iTypeS,fStrb_A,fStrb_B,fStrb_C,fStrb_D,fStrb_E,lPattern,fStrb_H_On,fStrb_S_On,fStrb_L_On,fStrb_H_Off,fStrb_S_Off,fStrb_L_Off,lSeqTime,Total time,Tot Sec,Hours,Minutes,Seconds,On,Off,On,Off,f_diff
115,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
116,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
117,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
118,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
119,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
120,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
121,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
122,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
123,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
124,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
125,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
126,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
127,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
128,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
129,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
130,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
131,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
132,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
133,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
134,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
135,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
136,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
137,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
138,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
139,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
140,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
141,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
142,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
143,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
144,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
145,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
146,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
147,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
148,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
149,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
150,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
151,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
152,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
153,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
154,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
155,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
156,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
157,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
158,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
159,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
160,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
161,4.00,7.83,7.83,0.05,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,2.00,7.84,7.84,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
