"Step","iTypeC","fCtr_A","fCtr_B","fCtr_C","fCtr_D","fCtr_E","fCtr_H_On","fCtr_S_On","fCtr_L_On","fCtr_H_Off","fCtr_S_Off","fCtr_L_Off","iTypeS","fStrb_A","fStrb_B","fStrb_C","fStrb_D","fStrb_E","lPattern","fStrb_H_On","fStrb_S_On","fStrb_L_On","fStrb_H_Off","fStrb_S_Off","fStrb_L_Off","lSeqTime","Total time","Tot Sec","Hours","Minutes","Seconds","On","Off","On","Off","f_diff"
64,2.00,14.60,14.60,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,14.80,14.80,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
65,2.00,14.65,14.65,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,14.85,14.85,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
66,2.00,14.70,14.70,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,14.90,14.90,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
67,2.00,14.75,14.75,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,14.95,14.95,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
68,2.00,14.80,14.80,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
69,2.00,14.85,14.85,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.05,15.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
70,2.00,14.90,14.90,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.10,15.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
71,2.00,14.95,14.95,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.15,15.15,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
72,2.00,15.00,15.00,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.20,15.20,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
73,2.00,15.05,15.05,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.25,15.25,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
74,2.00,15.10,15.10,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.30,15.30,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
75,2.00,15.15,15.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.35,15.35,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
76,2.00,15.20,15.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.40,15.40,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
77,2.00,15.25,15.25,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.45,15.45,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
78,2.00,15.30,15.30,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.50,15.50,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
79,2.00,15.35,15.35,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.55,15.55,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
80,2.00,15.40,15.40,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.60,15.60,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
81,2.00,15.45,15.45,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.65,15.65,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
82,2.00,15.50,15.50,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.70,15.70,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
83,2.00,15.55,15.55,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.75,15.75,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
84,2.00,15.60,15.60,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.80,15.80,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
85,2.00,15.65,15.65,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.85,15.85,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
86,2.00,15.70,15.70,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.90,15.90,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
87,2.00,15.75,15.75,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.95,15.95,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
88,2.00,15.80,15.80,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.00,16.00,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
89,2.00,15.85,15.85,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.05,16.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
90,2.00,15.90,15.90,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.10,16.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
91,2.00,15.95,15.95,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.15,16.15,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
92,2.00,16.00,16.00,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.20,16.20,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
93,2.00,16.05,16.05,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.25,16.25,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
94,2.00,16.10,16.10,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.30,16.30,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
95,2.00,16.15,16.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.35,16.35,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
96,2.00,16.20,16.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.40,16.40,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
97,2.00,16.25,16.25,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.45,16.45,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
98,2.00,16.30,16.30,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.50,16.50,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
99,2.00,16.35,16.35,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.55,16.55,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
100,2.00,16.40,16.40,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.60,16.60,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
101,2.00,16.45,16.45,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.65,16.65,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
102,2.00,16.50,16.50,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.70,16.70,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
103,2.00,16.55,16.55,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.75,16.75,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
104,2.00,16.60,16.60,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.80,16.80,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
105,2.00,16.65,16.65,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.85,16.85,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
106,2.00,16.70,16.70,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.90,16.90,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
107,2.00,16.75,16.75,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.95,16.95,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
108,2.00,16.80,16.80,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.00,17.00,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
109,2.00,16.85,16.85,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.05,17.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
110,2.00,16.90,16.90,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.10,17.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
111,2.00,16.95,16.95,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.15,17.15,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
112,2.00,17.00,17.00,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.20,17.20,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
113,2.00,17.05,17.05,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.25,17.25,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
114,2.00,17.10,17.10,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.30,17.30,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
