"Step","iTypeC","fCtr_A","fCtr_B","fCtr_C","fCtr_D","fCtr_E","fCtr_H_On","fCtr_S_On","fCtr_L_On","fCtr_H_Off","fCtr_S_Off","fCtr_L_Off","iTypeS","fStrb_A","fStrb_B","fStrb_C","fStrb_D","fStrb_E","lPattern","fStrb_H_On","fStrb_S_On","fStrb_L_On","fStrb_H_Off","fStrb_S_Off","fStrb_L_Off","lSeqTime","Total time","Tot Sec","Hours","Minutes","Seconds","On","Off","On","Off","f_diff"
107,4.00,11.90,11.90,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
108,4.00,12.00,12.00,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
109,4.00,12.10,12.10,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
110,4.00,12.20,12.20,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
111,4.00,12.30,12.30,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
112,4.00,12.40,12.40,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
113,4.00,12.50,12.50,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
114,4.00,12.60,12.60,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
115,4.00,12.70,12.70,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
116,4.00,12.80,12.80,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
117,4.00,12.90,12.90,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
118,4.00,13.00,13.00,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
119,4.00,13.10,13.10,0.10,0.10,0.00,0.10,0.80,0.20,0.10,0.80,0.00,2.00,15.00,15.00,0.10,0.10,0.00,0.00,0.10,0.15,0.20,0.10,0.15,0.00,10000.00,,,,,,,,,,
120,2.00,13.15,13.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.05,15.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
121,2.00,13.20,13.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.10,15.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
122,2.00,13.25,13.25,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.15,15.15,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
123,2.00,13.30,13.30,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.20,15.20,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
124,2.00,13.35,13.35,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.25,15.25,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
125,2.00,13.40,13.40,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.30,15.30,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
126,2.00,13.45,13.45,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.35,15.35,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
127,2.00,13.50,13.50,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.40,15.40,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
128,2.00,13.55,13.55,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.45,15.45,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
129,2.00,13.60,13.60,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.50,15.50,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
130,2.00,13.65,13.65,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.55,15.55,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
131,2.00,13.70,13.70,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.60,15.60,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
132,2.00,13.75,13.75,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.65,15.65,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
133,2.00,13.80,13.80,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.70,15.70,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
134,2.00,13.85,13.85,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.75,15.75,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
135,2.00,13.90,13.90,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.80,15.80,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
136,2.00,13.95,13.95,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.85,15.85,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
137,2.00,14.00,14.00,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.90,15.90,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
138,2.00,14.05,14.05,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,15.95,15.95,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
139,2.00,14.10,14.10,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.00,16.00,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
140,2.00,14.15,14.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.05,16.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
141,2.00,14.20,14.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.10,16.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
142,2.00,14.25,14.25,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.15,16.15,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
143,2.00,14.30,14.30,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.20,16.20,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
144,2.00,14.35,14.35,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.25,16.25,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
145,2.00,14.40,14.40,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.30,16.30,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
146,2.00,14.45,14.45,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.35,16.35,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
147,2.00,14.50,14.50,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.40,16.40,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
148,2.00,14.55,14.55,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.45,16.45,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
149,2.00,14.60,14.60,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.50,16.50,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
150,2.00,14.65,14.65,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.55,16.55,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
151,2.00,14.70,14.70,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.60,16.60,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
152,2.00,14.75,14.75,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.65,16.65,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
153,2.00,14.80,14.80,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.70,16.70,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
154,2.00,14.85,14.85,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.75,16.75,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
155,2.00,14.90,14.90,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.80,16.80,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
156,2.00,14.95,14.95,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.85,16.85,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
157,2.00,15.00,15.00,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.90,16.90,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
158,2.00,15.05,15.05,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,16.95,16.95,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
159,2.00,15.10,15.10,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.00,17.00,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
160,2.00,15.15,15.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.05,17.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
161,2.00,15.20,15.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.10,17.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
